course_code,canonical_title_current,observed_titles,first_seen_edition,last_seen_edition,active_current,contexts_seen,current_programs,current_program_count,historical_programs,historical_program_count,edition_count,ghost_flag,single_appearance_flag,stability_class,title_variant_class,current_title_confidence,canonical_cus,current_college,colleges_seen,notes_confidence
D282,Cloud Foundations,Cloud Foundations,2022-05,2026-03,True,AP,"Bachelor of Science, Cloud and Network Engineering - Amazon Web Services; Bachelor of Science, Data Analytics; Bachelor of Science, Information Technology; Bachelor of Science, Information Technology (BSIT to MSIT); Bachelor of Science, Software Engineering [BSSWE]; Bachelor of Science, Software Engineering [BSSWE_C]",6,"Bachelor of Science, Cloud Computing; Bachelor of Science, Cloud Computing - Amazon Web Services track; Bachelor of Science, Cloud Computing – Amazon Web Services track; Bachelor of Science, Cloud and Network Engineering - Amazon Web Services; Bachelor of Science, Data Analytics; Bachelor of Science, Information Technology; Bachelor of Science, Information Technology (BSIT to MSIT); Bachelor of Science, Information Technology (BSIT to MSITM); Bachelor of Science, Software Engineering; Bachelor of Science, Software Engineering [BSSWE]; Bachelor of Science, Software Engineering [BSSWE_C]; Certificate: Web Application Deployment and Support; Master of Science, Information Technology Management portion",13,47,False,False,moderate,none,high,3,School of Technology,College of Information Technology | School of Technology,
D284,Software Engineering,Software Engineering,2023-01,2026-03,True,AP,"Bachelor of Science, Computer Science; Bachelor of Science, Computer Science (BSCS to MSCS); Bachelor of Science, Software Engineering [BSSWE]; Bachelor of Science, Software Engineering [BSSWE_C]",4,"Bachelor of Science, Computer Science; Bachelor of Science, Computer Science (BSCS to MSCS); Bachelor of Science, Software Engineering; Bachelor of Science, Software Engineering [BSSWE]; Bachelor of Science, Software Engineering [BSSWE_C]; Certificate: Web Application Deployment and Support; Master of Science, Information Technology Management portion",7,39,False,False,moderate,none,high,4,School of Technology,College of Information Technology | School of Technology,
D286,Java Fundamentals,Java Fundamentals,2023-01,2026-03,True,AP,"Bachelor of Science, Computer Science; Bachelor of Science, Computer Science (BSCS to MSCS); Bachelor of Science, Software Engineering (BSSWE to MSSWE); Bachelor of Science, Software Engineering [BSSWE]",4,"Bachelor of Science, Computer Science; Bachelor of Science, Computer Science (BSCS to MSCS); Bachelor of Science, Software Engineering (BSSWE to MSSWE); Bachelor of Science, Software Engineering [BSSWE]; Master of Science, Information Technology Management portion",5,39,False,False,moderate,none,high,3,School of Technology,College of Information Technology | School of Technology,
D287,Java Frameworks,Java Frameworks,2023-01,2026-03,True,AP,"Bachelor of Science, Computer Science; Bachelor of Science, Computer Science (BSCS to MSCS); Bachelor of Science, Software Engineering (BSSWE to MSSWE); Bachelor of Science, Software Engineering [BSSWE]",4,"Bachelor of Science, Computer Science; Bachelor of Science, Computer Science (BSCS to MSCS); Bachelor of Science, Software Engineering (BSSWE to MSSWE); Bachelor of Science, Software Engineering [BSSWE]; Master of Science, Information Technology Management portion",5,39,False,False,moderate,none,high,3,School of Technology,College of Information Technology | School of Technology,
D288,Back-End Programming,Back-End Programming,2023-01,2026-03,True,AP,"Bachelor of Science, Computer Science; Bachelor of Science, Computer Science (BSCS to MSCS); Bachelor of Science, Software Engineering (BSSWE to MSSWE); Bachelor of Science, Software Engineering [BSSWE]",4,"Bachelor of Science, Computer Science; Bachelor of Science, Computer Science (BSCS to MSCS); Bachelor of Science, Software Engineering (BSSWE to MSSWE); Bachelor of Science, Software Engineering [BSSWE]; Master of Science, Information Technology Management portion",5,39,False,False,moderate,none,high,3,School of Technology,College of Information Technology | School of Technology,
D291,Learning Experience Design Foundations I,Learning Experience Design Foundations I,2022-06,2026-03,True,AP,"Master of Education, Education Technology and Instructional Design; Master of Education, Education Technology and Instructional Design [MEDETIDA]; Master of Education, Education Technology and Instructional Design [MEDETID]",3,"Master of Education, Education Technology and Instructional Design; Master of Education, Education Technology and Instructional Design [MEDETIDA]; Master of Education, Education Technology and Instructional Design [MEDETID]; Master of Science, Learning Experience Design and Educational Technology; Master of Science, Learning Experience Design and Educational Technology [[UNKNOWN]]",5,46,False,False,moderate,none,high,3,School of Education,School of Education | Teachers College,
D292,Learning Experience Design Foundations II,Learning Experience Design Foundations II,2022-06,2026-03,True,AP,"Master of Education, Education Technology and Instructional Design; Master of Education, Education Technology and Instructional Design [MEDETIDA]; Master of Education, Education Technology and Instructional Design [MEDETID]",3,"Master of Education, Education Technology and Instructional Design; Master of Education, Education Technology and Instructional Design [MEDETIDA]; Master of Education, Education Technology and Instructional Design [MEDETID]; Master of Science, Learning Experience Design and Educational Technology; Master of Science, Learning Experience Design and Educational Technology [[UNKNOWN]]",5,46,False,False,moderate,none,high,3,School of Education,School of Education | Teachers College,
D293,Assessment and Learning Analytics,Assessment and Learning Analytics,2022-06,2026-03,True,AP,"Master of Education, Education Technology and Instructional Design; Master of Education, Education Technology and Instructional Design [MEDETIDA]; Master of Education, Education Technology and Instructional Design [MEDETID]",3,"Master of Education, Education Technology and Instructional Design; Master of Education, Education Technology and Instructional Design [MEDETIDA]; Master of Education, Education Technology and Instructional Design [MEDETID]; Master of Science, Learning Experience Design and Educational Technology; Master of Science, Learning Experience Design and Educational Technology [[UNKNOWN]]",5,46,False,False,moderate,none,high,3,School of Education,School of Education | Teachers College,
D294,Learning Technology,Learning Technology,2022-06,2026-03,True,AP,"Master of Education, Education Technology and Instructional Design; Master of Education, Education Technology and Instructional Design [MEDETIDA]; Master of Education, Education Technology and Instructional Design [MEDETID]; Master of Science, Computer Science, Human-Computer Interaction",4,"Master of Education, Education Technology and Instructional Design; Master of Education, Education Technology and Instructional Design [MEDETIDA]; Master of Education, Education Technology and Instructional Design [MEDETID]; Master of Science, Computer Science, Human-Computer Interaction; Master of Science, Learning Experience Design and Educational Technology; Master of Science, Learning Experience Design and Educational Technology [[UNKNOWN]]",6,46,False,False,moderate,none,high,3,School of Education; School of Technology,School of Education | School of Technology | Teachers College,
D295,Designing and Facilitating E-Learning,Designing and Facilitating E-Learning Experiences for K–12 | Designing and Facilitating E-Learning,2022-06,2026-03,True,AP,"Master of Education, Education Technology and Instructional Design; Master of Education, Education Technology and Instructional Design [MEDETID]",2,"Master of Education, Education Technology and Instructional Design; Master of Education, Education Technology and Instructional Design [MEDETID]; Master of Science, Learning Experience Design and Educational Technology",3,46,False,False,moderate,extraction_noise,high,3,School of Education,School of Education | Teachers College,PDF line-wrap artifact: shorter variant is a strict prefix of the canonical title.
D296,Quality and Impact of K–12 E-Learning,Quality and Impact of K–12 E-Learning Solutions | Quality and Impact of K–12 E-Learning,2022-06,2026-03,True,AP,"Master of Education, Education Technology and Instructional Design; Master of Education, Education Technology and Instructional Design [MEDETID]",2,"Master of Education, Education Technology and Instructional Design; Master of Education, Education Technology and Instructional Design [MEDETID]; Master of Science, Learning Experience Design and Educational Technology",3,46,False,False,moderate,extraction_noise,high,3,School of Education,School of Education | Teachers College,PDF line-wrap artifact: shorter variant is a strict prefix of the canonical title.
D297,Designing E-Learning Experiences for Adults,Designing E-Learning Experiences for Adults,2022-06,2026-03,True,AP,"Master of Education, Education Technology and Instructional Design [MEDETIDA]; Master of Education, Education Technology and Instructional Design [MEDETID]",2,"Master of Education, Education Technology and Instructional Design [MEDETIDA]; Master of Education, Education Technology and Instructional Design [MEDETID]; Master of Science, Learning Experience Design and Educational Technology [[UNKNOWN]]",3,46,False,False,moderate,none,high,3,School of Education,School of Education | Teachers College,
D298,Quality and Impact of Adult E-Learning,Quality and Impact of Adult E-Learning Solutions | Quality and Impact of Adult E-Learning,2022-06,2026-03,True,AP,"Master of Education, Education Technology and Instructional Design [MEDETIDA]; Master of Education, Education Technology and Instructional Design [MEDETID]",2,"Master of Education, Education Technology and Instructional Design [MEDETIDA]; Master of Education, Education Technology and Instructional Design [MEDETID]; Master of Science, Learning Experience Design and Educational Technology [[UNKNOWN]]",3,46,False,False,moderate,extraction_noise,high,3,School of Education,School of Education | Teachers College,PDF line-wrap artifact: shorter variant is a strict prefix of the canonical title.
